"receptor_esc"	"Gene"	"Chr"	"Strand"	"Start"	"End"	"BR:MCF7"	"BR:MDA-MB-231"	"BR:HS 578T"	"BR:BT-549"	"BR:T-47D"	"CNS:SF-268"	"CNS:SF-295"	"CNS:SF-539"	"CNS:SNB-19"	"CNS:SNB-75"	"CNS:U251"	"CO:COLO 205"	"CO:HCC-2998"	"CO:HCT-116"	"CO:HCT-15"	"CO:HT29"	"CO:KM12"	"CO:SW-620"	"LE:CCRF-CEM"	"LE:HL-60(TB)"	"LE:K-562"	"LE:MOLT-4"	"LE:RPMI-8226"	"LE:SR"	"ME:LOX IMVI"	"ME:MALME-3M"	"ME:M14"	"ME:SK-MEL-2"	"ME:SK-MEL-28"	"ME:SK-MEL-5"	"ME:UACC-257"	"ME:UACC-62"	"ME:MDA-MB-435"	"ME:MDA-N"	"LC:A549/ATCC"	"LC:EKVX"	"LC:HOP-62"	"LC:HOP-92"	"LC:NCI-H226"	"LC:NCI-H23"	"LC:NCI-H322M"	"LC:NCI-H460"	"LC:NCI-H522"	"OV:IGROV1"	"OV:OVCAR-3"	"OV:OVCAR-4"	"OV:OVCAR-5"	"OV:OVCAR-8"	"OV:SK-OV-3"	"OV:NCI/ADR-RES"	"PR:PC-3"	"PR:DU-145"	"RE:786-0"	"RE:A498"	"RE:ACHN"	"RE:CAKI-1"	"RE:RXF 393"	"RE:SN12C"	"RE:TK-10"	"RE:UO-31"
"beta2-micro-globulin"	"B2M"	"15"	"+"	45003715	45010343	7.76115227543197	8.98438997490612	8.51333282374013	8.90640961709402	7.89584789190643	9.24733417802873	9.66524707854844	11.5791744899559	8.91564040334394	9.74928284676632	8.39797404932678	9.41899103529818	0.963474123974886	10.5409707371364	0.739848102699327	10.5137769348844	0.823749360308273	9.14992490547384	10.1556025193856	4.63517394667492	0.565597175854225	7.00842862207058	8.50537490888194	8.95747935711736	11.2764850339578	10.6588541245189	7.4276899700137	9.89586303536981	9.26900976233418	10.3473777617328	9.36804804381481	8.50036388898157	10.1966267142138	NA	8.07959144864819	7.95314881283224	10.0544143879173	9.06805271817196	10.6374309269591	8.5412515273051	5.58466190794147	10.0495627041927	7.05300269569435	7.59432460392485	5.7679195858018	6.43212427264156	8.14333218939023	0.298658315564515	9.20207483505167	0.400537929583729	7.58721495245253	7.76407540139972	10.5455630173789	10.2558075564673	11.1136900822556	10.7973048605236	10.8251336984469	8.49857001254426	9.53793665666077	9.91052281317089
"BTLA"	"BTLA"	"3"	"-"	112182813	112218319	1.21412480535285	0.594548549550354	1.83995958748953	1.0703893278914	1.01435529297707	1.09761079662642	0.925999418556223	3.68144926531496	0.739848102699327	0.839959587489532	0.659924558402378	1.62760683812965	1.33342373372519	1.62293035092018	0.941106310946431	0.918386234446348	0.613531652917927	0.910732661902913	0.782408564927373	0.855989697308481	0.298658315564515	0.250961573533219	0.333423733725192	0.286881147788162	2.16027483140859	1.48026512205446	0.641546029087524	1.37295209791183	1.0071955014042	1.88362081628567	1.26903314645524	2.01077983875324	1.46466826700344	NA	1.29278174922785	2.56071495447448	1.92599941855622	1.01435529297707	1.25096157353322	0.871843648509318	0.669026765509631	1.35614381022528	0.903038270112912	0.641546029087524	0.678071905112638	0.55581615506164	0.505890929729957	0.333423733725192	0.765534746362977	0.632268215499513	0.485426827170242	0.356143810225275	2.4905701304462	1.76553474636298	1.63226821549951	1.93357263826102	1.61353165291793	1.03562390973072	2.01792190799726	1.4541758931858
"C3AR"	"C3AR1"	"12"	"-"	8209440	8218955	1.25701061820602	0.748461233004036	1.37851162325373	1.10433665981474	0.992768430768924	1.0071955014042	1.70487196445635	3.44228003525258	0.879705766282288	0.956056652412403	0.722466024471091	1.4541758931858	1.31034012061215	1.15055967657538	0.887525270741587	0.941106310946431	0.622930350920177	1.15055967657538	1.15055967657538	0.887525270741587	0.613531652917927	0.344828496997441	0.669026765509631	0.613531652917927	2.08065766334523	2.26303440583379	0.748461233004036	1.97085365434048	1.53605290024021	2.07382023329167	1.58976348698498	2.64154602908752	2.20476675065461	NA	1.20163386116965	2.16671544496642	1.90689059560852	1.11103131238874	1.4276061727819	0.903038270112912	0.659924558402378	1.27500704749987	1.11769504266975	0.659924558402378	0.622930350920177	0.526068811667588	0.475084882948783	0.333423733725192	0.704871964456353	0.659924558402378	0.604071323668861	0.333423733725192	2.50842865253186	2.19534759832222	3.5957423394744	3.17152710603881	1.89530262133331	0.815575428862573	1.60407132366886	2.38404980679516
"C5L2"	"C5AR2"	"19"	"+"	47835432	47850586	2.52356195605701	0.84799690655495	2.34482849699744	1.35049724708413	2.02147972741045	1.64154602908752	1.52606881166759	4.81403764753998	1.09761079662642	0.831877241191673	1.15704371014558	1.9297909977186	1.52105073690096	1.50589092972996	1.54596836910529	1.26303440583379	0.632268215499513	2.09423606984577	1.52105073690096	1.33342373372519	0.298658315564515	0.238786859587116	0.495695162624069	0.298658315564515	2.86393845042397	3.03386345186628	0.678071905112638	2.24488705912353	1.60407132366886	3.71699089440494	1.71369581484336	2.92599941855622	3.18586654531133	NA	2.15704371014558	3.60644222813161	2.04614178164472	1.03562390973072	1.84799690655495	1.13093086982645	0.948600847493356	2.13750352374994	1.81966818349646	0.992768430768924	1.11769504266975	0.584962500721156	0.839959587489532	0.422233000683048	1.35049724708413	1.28095631383106	0.765534746362977	0.432959407276106	2.30742852519225	2.30451104180995	2.40871186102943	2.66220549965362	2.4905701304462	1.08406426478847	2.05658352836637	1.799087306074
"CCR10"	"CCR10"	"17"	"-"	40830907	40833861	2.68032435684402	0.790772037862	3.07724299893246	1.91456452349394	2.31614574229336	1.11769504266975	3.09085343045111	5.51759065774328	0.879705766282288	0.992768430768924	1.0703893278914	2.4276061727819	2.03562390973072	2.47767732756531	0.985500430304885	4.37086174008529	0.632268215499513	3.74416109557041	2.77399632511117	1.68706068833989	0.389566811762726	0.333423733725192	0.765534746362977	0.495695162624069	2.89141918684608	4.52230689287139	0.6959938131099	3.83187724119167	1.34482849699744	2.05658352836637	1.41142624572647	2.47248777146274	2.54101915313356	NA	3.54843662469604	4.46793154602629	2.13422093976063	1.04264433740849	1.83592407425437	0.895302621333307	1.25096157353322	2.25096157353322	1.63691458035588	1.74416109557041	1.70043971814109	1.53605290024021	1.18903382439002	0.526068811667588	1.89141918684608	2.79701297783614	1.15704371014558	0.575312330687437	3.91647664443772	2.14730669878029	1.74416109557041	2.27202318906105	3.62058641045188	1	2.05311133645956	2.73984810269933
"CD10"	"MME"	"3"	"+"	154741991	154901518	0.704871964456353	0.594548549550354	3.24792751344359	2.55336050333533	0.604071323668861	5.71726514496006	4.83743871485637	9.33507766244164	1.790772037862	4.41481206056585	1.81966818349646	0.739848102699327	0.782408564927373	0.895302621333307	0.604071323668861	0.895302621333307	0.7311832415722	6.75274859140713	4.05224198118114	0.250961573533219	0.367371065648529	0.238786859587116	0.765534746362977	0.286881147788162	10.0415085778837	7.3562318626554	0.678071905112638	7.05658352836637	8.03573386705259	2.78450398292957	8.38969586387232	1.02147972741045	0.7311832415722	NA	0.678071905112638	0.948600847493356	6.22091032164872	1.60407132366886	4.7338966052475	2.08746284125034	1.22650852980868	1.78659636189081	3.114367024952	0.565597175854225	0.765534746362977	0.454175893185802	1.30451104180995	1.60407132366886	0.713695814843359	2.02502879449152	0.443606651475615	0.799087306074004	2.78240856492737	4.15299460549244	1.37851162325373	1.77399632511117	6.00247750360624	7.75802328932175	1.06350294230616	5.97727992349992
"CD100"	"SEMA4D"	"9"	"-"	91975702	92113028	1.38956681176273	1.03562390973072	2.0036022366802	1.03562390973072	1.14404636961671	1.13093086982645	1.20163386116965	3.45154083301783	0.773996325111173	0.831877241191673	0.879705766282288	3.37016428054021	1.97452931248388	3.08746284125034	1.4541758931858	1.93357263826102	1.63691458035588	1.4594316186373	6.27891401949994	1.02147972741045	0.31034012061215	3.83187724119167	1.87184364850932	1.39506279951758	2.35049724708413	1.4541758931858	0.831877241191673	1.70487196445635	1.05658352836637	1.91838623444635	1.02856915219677	1.22650852980868	1.26903314645524	NA	1.78659636189081	2.17312743348066	2.4276061727819	1.54101915313356	1.34482849699744	1.41683974191283	1.07724299893246	1.54101915313356	1.14404636961671	0.871843648509318	1.13093086982645	0.687060688339892	0.790772037862	0.400537929583729	0.992768430768924	0.739848102699327	0.422233000683048	0.790772037862	2.54843662469604	2.25096157353322	3.83086375675176	3.06004738366994	2.33628338786443	1.20163386116965	2.19219416528334	2.24488705912353
"CD101 (BB27)"	"CD101"	"1"	"+"	117544382	117579174	0.632268215499513	0.575312330687437	0.895302621333307	0.956056652412403	0.678071905112638	0.495695162624069	0.839959587489532	2.96716860753263	0.464668267003444	0.55581615506164	0.464668267003444	0.613531652917927	0.815575428862573	0.887525270741587	0.584962500721156	0.839959587489532	0.604071323668861	1.31034012061215	0.545968369105292	1.22032995487956	0.286881147788162	0.238786859587116	0.321928094887362	0.298658315564515	1.62760683812965	0.815575428862573	1	1	0.604071323668861	1.28095631383106	0.773996325111173	0.933572638261024	0.871843648509318	NA	0.545968369105292	1.25701061820602	1.44890095114513	1.34482849699744	1.09761079662642	0.815575428862573	0.475084882948783	0.855989697308481	0.807354922057604	0.575312330687437	0.37851162325373	0.432959407276106	0.389566811762726	0.31034012061215	0.432959407276106	0.400537929583729	0.443606651475615	0.344828496997441	1.31614574229336	1.56559717585423	1.61353165291793	1.75274859140713	1.33342373372519	0.495695162624069	1.44890095114513	1.22032995487956
"CD102"	"ICAM2"	"17"	"-"	62079955	62097993	0.75702324650746	2.16027483140859	1.36737106564853	0.970853654340484	0.650764559116902	0.704871964456353	0.799087306074004	2.88166461932035	0.475084882948783	0.659924558402378	0.485426827170242	0.704871964456353	1.54596836910529	0.925999418556223	3.65535182861255	1.29865831556452	0.613531652917927	4.79233480570669	7.39814511650441	0.443606651475615	3.12763327972587	3.85399564717639	5.57591736111815	4.12184429787638	1.74846123300404	0.978195629681652	0.879705766282288	1.51096191927738	0.650764559116902	1.39506279951758	0.831877241191673	1.04264433740849	1.05658352836637	NA	0.669026765509631	2.6959938131099	4.74523733212975	3.5837597536395	1.17632277264046	0.823749360308273	0.505890929729957	1.63691458035588	0.831877241191673	4.18586654531133	0.443606651475615	0.613531652917927	4.38818953715608	3.18903382439002	1.85598969730848	4.90448409790142	0.443606651475615	0.356143810225275	3.76659516172927	1.6507645591169	3.80529245560071	3.30012372456901	1.8073549220576	1.11769504266975	3.46466826700344	3.81249822533356
"CD103"	"ITGAE"	"17"	"-"	3617922	3704482	0.411426245726465	0.545968369105292	0.823749360308273	0.925999418556223	0.584962500721156	0.454175893185802	0.713695814843359	2.54349588342577	0.411426245726465	0.526068811667588	0.389566811762726	0.584962500721156	0.985500430304885	0.831877241191673	0.545968369105292	0.815575428862573	0.641546029087524	0.739848102699327	1.28095631383106	0.22650852980868	0.27500704749987	0.238786859587116	0.298658315564515	0.411426245726465	1.66448284036468	0.604071323668861	0.722466024471091	2.71369581484336	0.632268215499513	1.11103131238874	0.739848102699327	0.903038270112912	0.739848102699327	NA	0.545968369105292	1.06350294230616	1.34482849699744	0.970853654340484	0.992768430768924	0.807354922057604	0.464668267003444	0.722466024471091	0.650764559116902	0.53605290024021	0.356143810225275	0.411426245726465	0.356143810225275	0.250961573533219	0.53605290024021	0.344828496997441	0.37851162325373	0.31034012061215	1.28095631383106	1.42223300068305	1.25096157353322	1.64154602908752	1.20789285164133	0.454175893185802	0.941106310946431	1.4276061727819
