""	"BR:MCF7"	"BR:MDA-MB-231"	"BR:HS 578T"	"BR:BT-549"	"BR:T-47D"	"CNS:SF-268"	"CNS:SF-295"	"CNS:SF-539"	"CNS:SNB-19"	"CNS:SNB-75"	"CNS:U251"	"CO:COLO 205"	"CO:HCC-2998"	"CO:HCT-116"	"CO:HCT-15"	"CO:HT29"	"CO:KM12"	"CO:SW-620"	"LE:CCRF-CEM"	"LE:HL-60(TB)"	"LE:K-562"	"LE:MOLT-4"	"LE:RPMI-8226"	"LE:SR"	"ME:LOX IMVI"	"ME:MALME-3M"	"ME:M14"	"ME:SK-MEL-2"	"ME:SK-MEL-28"	"ME:SK-MEL-5"	"ME:UACC-257"	"ME:UACC-62"	"ME:MDA-MB-435"	"ME:MDA-N"	"LC:A549/ATCC"	"LC:EKVX"	"LC:HOP-62"	"LC:HOP-92"	"LC:NCI-H226"	"LC:NCI-H23"	"LC:NCI-H322M"	"LC:NCI-H460"	"LC:NCI-H522"	"OV:IGROV1"	"OV:OVCAR-3"	"OV:OVCAR-4"	"OV:OVCAR-5"	"OV:OVCAR-8"	"OV:SK-OV-3"	"OV:NCI/ADR-RES"	"PR:PC-3"	"PR:DU-145"	"RE:786-0"	"RE:A498"	"RE:ACHN"	"RE:CAKI-1"	"RE:RXF 393"	"RE:SN12C"	"RE:TK-10"	"RE:UO-31"
"APM"	-0.82628450292522	0.484798278677585	0.0853749692662718	0.345075815336512	-0.181404484677032	-0.276918730896314	0.501455353356642	0.549221486275005	-0.37523780686911	0.357419873264885	-0.138172801260085	0.229214435989697	-0.018992718060077	-0.525762596432432	-0.239796579912986	0.44551565418271	-0.44388987212417	-0.56019327646165	0.207473192869738	0.103835020111992	-0.545013345261784	0.118800494924336	0.480812775266659	0.525343384515293	-0.0467964235026789	0.0537673224897442	0.427847763828544	0.13016462202981	-0.0413628624254858	-0.0836204929173699	-0.287586939802593	-0.235549724445536	0.160467504117716	0.116168800026334	-0.513779648931654	-0.527790669551393	0.0216690743415807	0.232635781006891	0.572828886056771	-0.0299739646732181	-0.250744742501953	-0.11540008732165	-0.602150601804073	-0.563655453210008	-0.335898070132913	-0.162455057287606	-0.050381154271901	-0.1312835023052	-0.224489049177067	-0.0706168926393516	-0.355434654649188	0.206307223918003	0.551440305415106	0.486985908048465	0.213762830386775	0.338194763670724	0.613920543982	0.528595146814602	-0.07408937099774	0.21044157360792
"DOUBLING_TIME"	25.4	41.9	53.8	53.9	45.5	33.1	29.5	35.4	34.6	62.8	23.8	23.8	31.5	17.4	20.6	19.5	23.7	20.4	26.7	28.6	19.6	27.9	33.5	28.7	20.5	46.2	26.3	45.5	35.1	25.2	38.5	31.3	25.8	22.5	22.9	43.6	39	79.5	61	33.4	35.3	17.8	38.2	31	34.7	41.4	48.8	26.1	48.7	34	27.1	32.3	22.4	66.8	27.5	39	62.9	29.5	51.3	41.7
"gammaH2AX"	0.129439972441261	0.661382563512337	1.78864561060779	1.81106943059424	0.538859883028573	4.78720461444099	0.351406269973214	0.42050155177737	1.1130524154451	0.313527695115983	0.870466689209201	0.434315820324261	2.04121099154771	0.294049917576099	1.0019229581292	0.905808578001484	1.13190452506444	0.46429951503825	0.663835727136657	1.80713125912024	0.423807741983169	0.644464910984785	1.66482478505492	3.18028239280257	1.63591883640422	0.367861505377171	0.381909441792714	0.601284419325203	0.584759333522559	0.602580422583684	0.896664682161368	1.04393501419023	1.21727478640761	NA	0.377605289641088	0.508766697166966	1.80472412837268	2.77144377561896	1.05638502850116	0.404460496196914	1.5193124259755	0.240506865061746	0.521326570576341	0.744737271862908	0.569243843343423	2.51790274335956	0.999263273574985	0.217395045795928	0.860041189131864	0.21986165233207	0.969496044486543	0.650873648830918	1.71274442453299	0.502747479415378	1.04563145481663	0.487150565185199	0.952439018538236	1.55151412603283	0.310921497786028	0.707901183188567
"Total_H2AX"	0.782105748395919	1.36534960389315	0.667495807242412	0.850251874121421	1.08699332932932	6.66700673638148	0.183612030851949	0.441321533595049	1.41975126950893	0.794280612655614	1.44338226264909	0.452553480321979	0.650150928595859	0.498282395352238	0.984794598839445	1.48082706585144	0.915656107695262	0.471981551198364	0.716868919244529	0.453736361786906	0.625042260141159	1.2360262168091	0.72369056760273	0.86097340603011	1.20320688083041	0.453713263953603	0.712717428062801	0.643203287459987	0.503696820914059	0.695428880425612	1.04029066751258	1.3157428340649	1.07385408761437	NA	0.872889160918303	0.69132003106488	1.11105534018574	1.4124177504488	1.74096154452211	0.318871700072613	1.49357317601551	0.413699293919078	0.880400811689772	0.854048627363357	0.829570051072199	1.98106750446357	0.664142600909051	0.473375647967009	1.32336503202952	0.520303915493586	1.12726690813349	0.614832386180812	1.33912838696074	0.498541434519745	1.03827099677683	0.846761514776522	0.372797062014856	2.17939573221147	0.341991115287533	1.64596345607115
"Ratio_gX_TotX"	0.148970854617394	0.436020840558172	2.41198239932958	1.91728148155408	0.446218270860681	0.646322793014208	1.72268847133205	0.85765151573136	0.705670115939342	0.355304185072782	0.542836657398255	0.863841601750358	2.8259995375148	0.531182665386469	0.915771335346766	0.550592714975632	1.11269407340707	0.885465372552496	0.833526181974533	3.58496144372494	0.610320390339698	0.469320980459855	2.07068480207347	3.32486734914256	1.2238264114731	0.729795604628563	0.482326798113464	0.841453401395226	1.04497602858013	0.779939059582285	0.775842805156805	0.714168722867811	1.0203325166009	NA	0.389383320339323	0.66242682377446	1.46208798742684	1.76620569562481	0.546174518764814	1.14171710715035	0.915627778489151	0.523288358452874	0.533000726950954	0.784908199345987	0.617651716479369	1.14403168309902	1.35430649916694	0.413372998855881	0.584975896245755	0.380356435456823	0.774136703439938	0.95288025676475	1.15124755655243	0.907709787342452	0.906496834955254	0.517845819916904	2.29965704480681	0.640793375377069	0.818340985909173	0.387124649227842
"BRAF_mutation"	0	0	0	0	0	0	0	0	0	0	0	70.588	0	0	0	21.333	0	0	0	0	0	0	0	0	73.684	77.193	82.353	0	100	41.935	63.158	100	77.027	78.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pan_compound_response"	0.51704120584526	-0.249930422398205	-0.259475230085176	-0.335345621568532	0.0214233570017166	-0.242545201805537	-0.0941251787208365	0.0309401109141669	-0.757899654883984	-0.0252649603326109	0.170285292301746	0.0626153927809626	-0.308801262043592	0.701411581993192	0.0942483428877986	0.0853364188499604	-0.0333735955382038	0.140132833447852	0.707025360207555	0.661912857255363	0.590066301951322	0.632185914472005	0.535067076214655	0.812361731417032	0.573822460716476	-0.102800377967375	-0.0456835618036827	-0.43667515384179	-0.717785604722049	0.324100675030274	-0.454878969867911	0.198343049938149	0.14491970339334	0.0304452990162981	-0.424026367050018	-0.550204196431897	-0.399943304976013	0.0958690190064121	-0.473416463695235	-0.128000100967368	-0.860248590370986	0.136355956292933	0.659127147282771	-0.0973621676370333	0.175156286720608	-0.315805734913312	-1.11190679766325	-0.128183103703097	-0.826836464286506	-0.265821988342355	-0.0853349251964	-0.502330356197606	0.0483950879021924	-0.411282555475422	-0.048367564878261	-0.0270980375147018	0.203718267261541	-0.327900370875997	-0.648784793941645	-0.0890846754960998
"H_K_NRAS_activation_pattern"	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0
"MDR"	14	29	NA	-45	19	-38	91	-40	-41	-38	-19	7	-5	26	414	15	-19	31	35	-11	-1	10	-3	4	12	22	14	14	11	12	26	8	20	12	10	-9	61	-4	7	-2	-10	25	16	20	-12	-4	13	7	15	352	11	4	-44	78	120	171	42	-86	-4	59
"EGFR_ERBB2_pathway"	0	0	0	0	0	32	0	0	0	0	0	71	124	36	42	21	50	100	28	99	45	0	101	0	74	77	82	80	200	42	63	100	77	78	100	0	77	0	0	78	0	100	0	0	0	0	100	31	0	29	0	0	0	0	0	0	0	0	0	0
