feature	Modal chromosomal number	 # of structurally rearanged chromosomes	Numerical complexity	Numerical heterogeneity	Fraction of normal chromosomes that experience numerical heterogeneity	Fraction of abnormal chromosomes that experience numerical heterogeneity.	Structural heterogeneity	proportion of genomic gains.	proportion of genomic losses.	proportion of genomic gains and losses.	number of genomic gains.	number of genomic losses.	number of genomic gains or losses.	 Total number of amino acid changing genetic variants not in either the ESP5400 or 1000 Genomes	Total number of amino acid changing genetic variants present in either the ESP5400 or 1000 Genomes	gammaH2AX	Total_H2AX	Ratio_gX_TotX	Microsatellite instability	Pan compound response	E-cadherin (CDH1) transcript expression.	Claudin 3 (CLD3) transcript expression.	Claudin 4 (CLD4) transcript expression.	Vimentin transcript expression.	Moesin (MSN) transcript expression.	N-cadherin (CDH2) transcript expression	Fibronectin 1 (FN1)  transcript expression	SMAD4 transcript expression	SNAI1 transcript expression	AXL receptor tyrosine kinase (AXL) transcript expression (pro-migration). 	Caveolin 1 (CAV1) transcript expression (pro-migration). 	E-cadherin (CDH1) protein expression measured by antibody CDH1_21.	Vimentin protein expression.
reference	" Roschke et al, 2003 Cancer Res (table1)"	" Roschke et al, 2003 Cancer Res (figure2)"	" Roschke et al, 2003 Cancer Res (figure1)"	" Roschke et al, 2003 Cancer Res (figure2)"	" Roschke et al, 2003 Cancer Res (table2)"	" Roschke et al, 2003 Cancer Res (table2)"	" Roschke et al, 2003 Cancer Res (figure2B)"	" Varma et al, 2014, PLOS ONE, Table 1"	" Varma et al, 2014, PLOS ONE, Table 1"	"Varma et al, 2014, PLOS ONE, Table 1"	"Varma et al, 2014, PLOS ONE, Table 1"	"Varma et al, 2014, PLOS ONE, Table 1"	"Varma et al, 2014, PLOS ONE, Table 1"	"Reinhold et al, 2014, PLOS ONE"	"Reinhold et al, 2014, PLOS ONE"				"Abaan et al, 2013, Cancer Res (Figure 1A)."	"Reinhold et al, 2014, PLOS ONE (figure 4B)"	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	Gene transcript z-scores from cellminer http://discover.nci.nih.gov/cellminer	protein mean values from cellminer http://discover.nci.nih.gov/cellminer	"Stinson and Boyd et al., Anticancer Res. 1992 (table III)"
cell_line	Modal_chromosomal_number	 Number_structurally_rearange_chromosomes	Numerical_complexity	Numerical_heterogeneity	Fraction_normal chromosomes_with_numerical_heterogeneity	Fraction_abnormal chromosomes_with_numerical_heterogeneity	Structural_heterogeneity	proportion_genomic_gains	proportion_genomic_losses	proportion_genomic_gain_and_losses	number_genomic_gains	number_genomic_losses	number_genomic_gains_or_losses	 number_amino_acid_changing_genetic_variants_not_in_either_ESP5400_or_1000G	 number_amino_acid_changing_genetic_variants_present_in_either_ESP5400_or_1000G	gammaH2AX	Total_H2AX	Ratio_gX_TotX	Microsatellite_instability	Pan_compound_response	CDH1_transcript expression	CLD3_transcript expression	CLD4_transcript expression	Vimentin_transcript_expression	MSN_transcript expression	CDH2_transcript expression	FN1_transcript expression	SMAD4_transcript_expression	SNAI1_transcript_expression	AXL_ transcript_expression	CAV1_transcript_expression 	CDH1_protein_expression	Vimentin_protein_expression
BR:MCF7	65	38	12	4	0.08	0.34	1.1	0.14	0.16	0.30	277	212	489	552	5442	 0.13 	 0.78 	 0.15 	0	0.52	2.12	2.22	1.04	-1.88	-1.97	-1.01	-0.88	-0.5	-0.77	-1.17	-1.57	2.583	na
BR:MDA-MB-231	54	22	14	na	0.34	0.24	na	0.09	0.04	0.13	69	25	94	286	5020	 0.66 	 1.37 	 0.44 	0	-0.25	-0.64	-0.46	0.46	0.43	0.36	-0.94	-0.12	0.05	-0.85	1.43	1.16	-0.867	na
BR:HS 578T	57	24	14	13	0.56	0.79	2.8	0.12	0.03	0.16	92	27	119	452	5504	 1.79 	 0.67 	 2.41 	0	-0.26	-0.49	-0.64	-0.64	1.08	0.48	1.84	2.04	0.53	-0.52	1.37	1.14	0.752	na
BR:BT-549	70	12	13	15	0.74	0.58	1	0.08	0.18	0.26	89	112	201	203	4445	 1.81 	 0.85 	 1.92 	0	-0.34	-0.48	-0.7	-0.75	0.67	1.06	1.26	0.64	0.43	-0.18	0.62	1.14	-0.231	na
BR:T-47D	57	17	12	10	0.34	0.35	0.3	0.25	0.06	0.31	146	34	180	341	5224	 0.54 	 1.09 	 0.45 	0	0.02	2.12	2.48	1.55	-1.97	-2.21	-1	-0.68	-0.25	-1.11	-1.12	-1.83	2.132	na
CNS:SF-268	56	22	7	22	0.74	0.63	2.9	0.08	0.09	0.16	135	101	236	206	5187	 4.79 	 6.67 	 0.65 	0	-0.24	-0.66	-0.68	-0.6	0.66	0.48	1.1	1.14	0.81	-1.56	1.25	1.15	-0.618	200
CNS:SF-295	116	14	24	22	0.95	0.5	5.4	0.07	0.11	0.19	64	72	136	168	4670	 0.35 	 0.18 	 1.72 	0	-0.09	-0.67	-0.73	-0.31	0.61	-0.3	0.26	0.07	0.08	1.56	0.9	1.34	-0.201	50
CNS:SF-539	88	29	19	16	0.74	0.41	3.1	0.13	0.14	0.27	120	121	241	194	5579	 0.42 	 0.44 	 0.86 	0	0.03	-0.85	-0.7	-0.65	0.63	0.81	0.1	1	0.35	3.12	0.95	0.18	-0.193	150
CNS:SNB-19	61	9	12	15	0.65	0.34	2.1	0.03	0.05	0.08	35	34	69	185	5019	 1.11 	 1.42 	 0.71 	0	-0.76	-0.64	-0.75	-0.45	1.06	0.5	0.6	-0.45	-1.19	-0.24	1.05	1.16	0.333	200
CNS:SNB-75	55	4	12	13	0.61	0.75	1.5	0.05	0.01	0.06	19	12	31	200	5238	 0.31 	 0.79 	 0.36 	0	-0.03	-0.54	-0.8	-0.57	0.6	0.41	0.25	1.15	0.19	1.69	0.38	0.78	-0.441	200
CNS:U251	52	20	8	8	0.43	0.75	1.9	0.05	0.06	0.11	50	41	91	385	6628	 0.87 	 1.44 	 0.54 	0	0.17	-0.54	-0.66	-0.19	0.7	0.86	0.67	-0.22	-0.99	-0.35	0.14	0.16	-0.055	200
CO:COLO 205	72	14	17	10	0.56	0.21	0.5	0.08	0.13	0.21	54	82	136	237	5705	 0.43 	 0.45 	 0.86 	0	0.06	1.2	2.18	1.47	-1.45	-1.76	-0.77	-1.02	-3.08	-0.27	-0.81	-1.03	2.011	0
CO:HCC-2998	44	6	3	10	0.34	0.83	0.8	0.01	0.00	0.01	4	4	8	5099	6186	 2.04 	 0.65 	 2.83 	0	-0.31	1.46	2.85	2.47	-2.01	-2.1	-1.01	-1.16	0.2	0.35	-1.14	-1.58	2.47	0
CO:HCT-116	45	5	1	0	0	0	0.1	0.06	0.04	0.10	45	58	103	1654	6026	 0.29 	 0.50 	 0.53 	1	0.70	0.44	0.32	1.63	-1.69	-0.63	-1.07	-0.88	0.86	0.74	0.22	0.71	0.49	0
CO:HCT-15	44	4	0	3	0.13	0	0.3	0.00	0.05	0.05	14	30	44	4669	5949	 1.00 	 0.98 	 0.92 	1	0.09	1.89	1.5	2.25	-2.07	-2.06	-1.1	-1.17	1.21	-0.61	-1.13	-0.9	1.986	0
CO:HT29	67	16	10	0	0	0	0.2	0.11	0.16	0.27	34	41	75	352	5899	 0.91 	 1.48 	 0.55 	0	0.09	1.65	2.04	1.78	-2.01	-1.12	-1.06	-0.91	-1.16	-0.95	-0.36	-1.48	2.838	0
CO:KM12	43	7	8	4	0.22	0.43	0.8	0.05	0.10	0.15	49	51	100	1828	5889	 1.13 	 0.92 	 1.11 	1	-0.03	1.09	1.31	1.02	-1.2	-1.73	-0.92	-0.94	-0.68	-0.55	-0.87	-0.71	1.535	0
CO:SW-620	49	16	3	10	0.43	0.5	0.7	0.05	0.04	0.09	46	37	83	306	4214	 0.46 	 0.47 	 0.89 	0	0.14	0.81	0.32	1.02	-0.49	0.14	-1.05	-1.04	-3.17	0.11	-0.26	-0.71	1.772	150
LE:CCRF-CEM	48	2	1	1	0	0	0.1	0.03	0.02	0.05	40	38	78	849	6312	 0.66 	 0.72 	 0.83 	1	0.71	-0.49	-0.83	-0.58	-0.08	0.55	0.58	-1.1	0.83	-0.85	-1.11	-1.58	-1.149	na
LE:HL-60(TB)	45	7	3	0	0	0	0.3	0.07	0.12	0.18	89	114	203	194	5784	 1.81 	 0.45 	 3.58 	0	0.66	-0.69	-0.63	-0.7	-1.18	0.52	-0.98	-1.15	0.75	-0.2	-0.89	-1.78	-1.418	na
